,title,authors
132,Increased reproducibility and comparability of data leak evaluations using ExOT,"[('Philipp Miedl', '/profile/99659000586'), ('Bruno Klopott', '/profile/99659545393'), ('Lothar Thiele', '/profile/81100389521')]"
133,Symbol Emergence in Robotics for Modeling Human-Agent Interaction,"[('Takayuki Nagai', '/profile/81331500123')]"
134,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"[('Shubham Gupta', '/profile/99659338498'), ('Rishi Hazra', '/profile/99659530145'), ('Ambedkar Dukkipati', '/profile/99660268182')]"
135,"Jorn barger, the newspage network and the emergence of the weblog community","[('Rudolf Ammann', '/profile/81436595211')]"
136,Towards Recommender Systems with Community Detection and Quantum Computing,"[('Riccardo Nembrini', '/author/Nembrini%2C+Riccardo'), ('Costantino Carugno', '/profile/99660569676'), ('Maurizio Ferrari Dacrema', '/profile/99659309976'), ('Paolo Cremonesi', '/profile/81100653829')]"
137,A case for relativistic programming,"[('Philip W. Howard', '/profile/81487647797'), ('Jonathan Walpole', '/profile/81410594844')]"
138,Emergent Communication under Competition,"[('Michael Noukhovitch', '/profile/99659694814'), ('Travis LaCroix', '/profile/99659695089'), ('Angeliki Lazaridou', '/profile/81485659419'), ('Aaron Courville', '/profile/81100464337')]"
139,Symbol Emergence in Robotics for Modeling Human-Agent Interaction,"[('Takayuki Nagai', '/profile/81331500123')]"
140,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach,"[('Michelle McPartland', '/profile/81100571161'), ('Stefano Nolfi', '/profile/81100194859'), ('Hussein A. Abbass', '/profile/81100088814')]"
141,Evolving recurrent neural networks for emergent communication,"[('Joshua Sirota', '/profile/99659444767'), ('Vadim Bulitko', '/profile/81100495232'), ('Matthew R G Brown', '/profile/99659524453'), ('Sergio Poo Hernandez', '/profile/99659085148')]"
142,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"[('Shubham Gupta', '/profile/99659338498'), ('Rishi Hazra', '/profile/99659530145'), ('Ambedkar Dukkipati', '/profile/99660268182')]"
143,Emergence of human language: a DEVS-based systems approach,"[('Bernard P Zeigler', '/profile/81452614233')]"
144,Emergent Communication under Competition,"[('Michael Noukhovitch', '/profile/99659694814'), ('Travis LaCroix', '/profile/99659695089'), ('Angeliki Lazaridou', '/profile/81485659419'), ('Aaron Courville', '/profile/81100464337')]"
145,Emergence of community structures in vowel inventories: an analysis based on complex networks,"[('Animesh Mukherjee', '/profile/81100653390'), ('Monojit Choudhury', '/profile/81313483944'), ('Anupam Basu', '/profile/81100646311'), ('Niloy Ganguly', '/profile/81100305563')]"
146,Emergence of community structures in vowel inventories: an analysis based on complex networks,"[('Animesh Mukherjee', '/profile/81100653390'), ('Monojit Choudhury', '/profile/81313483944'), ('Anupam Basu', '/profile/81100646311'), ('Niloy Ganguly', '/profile/81100305563')]"
147,Emergence of community structures in vowel inventories: an analysis based on complex networks,"[('Animesh Mukherjee', '/profile/81100653390'), ('Monojit Choudhury', '/profile/81313483944'), ('Anupam Basu', '/profile/81100646311'), ('Niloy Ganguly', '/profile/81100305563')]"
148,Creating emergent behaviors: two robotics labs that combine reactive behaviors,"[('Robert M. Harlan', '/profile/81100207922'), ('Shelley McClarigan', '/profile/81100173961')]"
149,Towards emergence of communication: a cognitive developmental robotics approach,"[('Minoru Asada', '/profile/81100515894')]"
150,On Emergent Communication in Competitive Multi-Agent Teams,"[('Paul Pu Liang', '/profile/99659217897'), ('Jeffrey Chen', '/profile/99659286843'), ('Ruslan Salakhutdinov', '/profile/81100562217'), ('Louis-Philippe Morency', '/profile/81100300540'), ('Satwik Kottur', '/profile/99659232298')]"
151,Practical Skew Handling in Parallel Joins,"[('David J. DeWitt', '/profile/81100113216'), ('Jeffrey F. Naughton', '/profile/81100509752'), ('Donovan A. Schneider', '/profile/81100155642'), ('S. Seshadri', '/profile/81100151713')]"
152,Emergence of community structures in vowel inventories: an analysis based on complex networks,"[('Animesh Mukherjee', '/profile/81100653390'), ('Monojit Choudhury', '/profile/81313483944'), ('Anupam Basu', '/profile/81100646311'), ('Niloy Ganguly', '/profile/81100305563')]"
153,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"[('Shubham Gupta', '/profile/99659338498'), ('Rishi Hazra', '/profile/99659530145'), ('Ambedkar Dukkipati', '/profile/99660268182')]"
154,Multi-modal communication system,"[('Victor S. Finomore', '/profile/81447602998'), ('Dianne K. Popik', '/profile/81447603970'), ('Douglas S. Brungart', '/profile/81309501090'), ('Brian D. Simpson', '/profile/81309510531')]"
155,Emerging trends in network forensics,"[('Shahram Heydari', '/profile/81436601652'), ('Miguel Vargas Martin', '/profile/81456621146'), ('Walid Rjaibi', '/profile/81100446302'), ('Xiaodong Lin', '/profile/81100220193')]"
156,Emergence of structural bias in differential evolution,"[('Bas van Stein', '/profile/99659185957'), ('Fabio Caraffini', '/profile/81502795936'), ('Anna V. Kononova', '/profile/81496687017')]"
157,Emergent properties in ad-hoc networks: a security perspective,"[('Virgil D. Gligor', '/profile/81100240914')]"
158,Towards small world emergence,"[('Philippe Duchon', '/profile/81317488525'), ('Nicolas Hanusse', '/profile/81100391285'), ('Emmanuelle Lebhar', '/profile/81100281896'), ('Nicolas Schabanel', '/profile/81100488507')]"
159,Demystifying Emergent Intelligence and Its Effect on Performance In Large Robot Swarms,"[('John Harwell', '/profile/99659530532'), ('London Lowmanstone', '/profile/99659530124'), ('Maria Gini', '/profile/81100208220')]"
160,Quantum secure direct communication based on orbital angular momentum,"[('Hong Lai', '/profile/81503690002'), ('Liling Zhang', '/profile/99659449855'), ('Yanrong Zhu', '/profile/99659447788')]"
161,Student leaders,"[('Karen McRitchie', '/profile/81100155875')]"
162,From object evolution to object emergence,"[('Dalila Tamzalit', '/profile/81100662350'), ('Chabane Oussalah', '/profile/81100047246')]"
163,On Emergent Communication in Competitive Multi-Agent Teams,"[('Paul Pu Liang', '/profile/99659217897'), ('Jeffrey Chen', '/profile/99659286843'), ('Ruslan Salakhutdinov', '/profile/81100562217'), ('Louis-Philippe Morency', '/profile/81100300540'), ('Satwik Kottur', '/profile/99659232298')]"
164,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"[('Shubham Gupta', '/profile/99659338498'), ('Rishi Hazra', '/profile/99659530145'), ('Ambedkar Dukkipati', '/profile/99660268182')]"
165,Using any surface to realize a new paradigm for wireless communications,"[('C. Liaskos', '/profile/81488672576'), ('A. Tsioliaridou', '/profile/81312483719'), ('A. Pitsillides', '/profile/81100507984'), ('S. Ioannidis', '/profile/81100425340'), ('I. Akyildiz', '/profile/81100069285')]"
166,Prescriptive analytics: a survey of emerging trends and technologies,"[('Davide Frazzetto', '/author/Frazzetto%2C+Davide'), ('Thomas Dyhre Nielsen', '/author/Nielsen%2C+Thomas+Dyhre'), ('Torben Bach Pedersen', '/author/Pedersen%2C+Torben+Bach'), ('Laurynas Šikšnys', '/author/%C5%A0ik%C5%A1nys%2C+Laurynas')]"
167,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"[('Shubham Gupta', '/profile/99659338498'), ('Rishi Hazra', '/profile/99659530145'), ('Ambedkar Dukkipati', '/profile/99660268182')]"
168,Dual Part Discovery Network for Zero-Shot Learning,"[('Jiannan Ge', '/author/Ge%2C+Jiannan'), ('Hongtao Xie', '/author/Xie%2C+Hongtao'), ('Shaobo Min', '/author/Min%2C+Shaobo'), ('Pandeng Li', '/author/Li%2C+Pandeng'), ('Yongdong Zhang', '/author/Zhang%2C+Yongdong')]"
169,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"[('Shubham Gupta', '/profile/99659338498'), ('Rishi Hazra', '/profile/99659530145'), ('Ambedkar Dukkipati', '/profile/99660268182')]"
170,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach,"[('Michelle McPartland', '/profile/81100571161'), ('Stefano Nolfi', '/profile/81100194859'), ('Hussein A. Abbass', '/profile/81100088814')]"
171,Emergent Communication under Competition,"[('Michael Noukhovitch', '/profile/99659694814'), ('Travis LaCroix', '/profile/99659695089'), ('Angeliki Lazaridou', '/profile/81485659419'), ('Aaron Courville', '/profile/81100464337')]"
172,Agent-based simulation for large-scale emergency response: A survey of usage and implementation,"[('Glenn I. Hawe', '/profile/81551034856'), ('Graham Coates', '/profile/81100363582'), ('Duncan T. Wilson', '/profile/81550949256'), ('Roger S. Crouch', '/profile/81472647612')]"
173,"Jorn barger, the newspage network and the emergence of the weblog community","[('Rudolf Ammann', '/profile/81436595211')]"
174,Research on Block Data Intelligent Platform of Urban Public Security Emergency Management,"[('Mingqiang Xia', '/profile/99659464375'), ('Lili Wan', '/profile/99659464358')]"
175,Emergent Communication under Competition,"[('Michael Noukhovitch', '/profile/99659694814'), ('Travis LaCroix', '/profile/99659695089'), ('Angeliki Lazaridou', '/profile/81485659419'), ('Aaron Courville', '/profile/81100464337')]"
176,Practical Skew Handling in Parallel Joins,"[('David J. DeWitt', '/profile/81100113216'), ('Jeffrey F. Naughton', '/profile/81100509752'), ('Donovan A. Schneider', '/profile/81100155642'), ('S. Seshadri', '/profile/81100151713')]"
177,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda","[('Manu Kapur', '/profile/81316488825'), ('David Hung', '/profile/81316488655'), ('Michael Jacobson', '/profile/81100030660'), ('John Voiklis', '/profile/81317490061'), ('Charles K. Kinzer', '/profile/81100336595'), ('Chen Der-Thanq Victor', '/profile/81442604408')]"
178,Emergence of Scenario-Appropriate Collaborative Behaviors for Teams of Robotic Bodyguards,"[('Hassam Ullah Sheikh', '/profile/99659368861'), ('Ladislau Bölöni', '/profile/81100001464')]"
179,Challenges in designing interactive systems for emergency response,"[('Morten Kyng', '/profile/81100435567'), ('Esben Toftdahl Nielsen', '/profile/81314494414'), ('Margit Kristensen', '/profile/81311483791')]"
180,Behaviorally coupled emergent representation,"[('Joseph Lewis', '/profile/81369590687'), ('Jamie Lawson', '/profile/81547762556')]"
181,Intelligent navigation system for emergency vehicles,"[('M. Deva Priya', '/profile/99659487807'), ('A. Balamurugan', '/profile/99659487633'), ('E. Dhivyaprabha', '/profile/99659488032'), ('R. Vignesh', '/profile/99659487771'), ('L. R. Vishnu Varthan', '/profile/99659505841')]"
182,On Emergent Communication in Competitive Multi-Agent Teams,"[('Paul Pu Liang', '/profile/99659217897'), ('Jeffrey Chen', '/profile/99659286843'), ('Ruslan Salakhutdinov', '/profile/81100562217'), ('Louis-Philippe Morency', '/profile/81100300540'), ('Satwik Kottur', '/profile/99659232298')]"
183,Core Percolation in Coupled Networks,"[('Jiayu Pan', '/profile/99659188922'), ('Yuhang Yao', '/profile/99659188986'), ('Luoyi Fu', '/profile/81440609227'), ('Xinbing Wang', '/profile/81455605698')]"
184,Emergent Communication under Competition,"[('Michael Noukhovitch', '/profile/99659694814'), ('Travis LaCroix', '/profile/99659695089'), ('Angeliki Lazaridou', '/profile/81485659419'), ('Aaron Courville', '/profile/81100464337')]"
185,Emerging Technologies in K–12 Education: A Future HCI Research Agenda,"[('Maarten Van Mechelen', '/author/van+Mechelen%2C+Maarten'), ('Rachel Charlotte Smith', '/author/Smith%2C+Rachel+Charlotte'), ('Marie-Monique Schaper', '/author/Schaper%2C+Marie-Monique'), ('Mariana Aki Tamashiro', '/author/Tamashiro%2C+Mariana+Aki'), ('Karl-Emil Kjær Bilstrup', '/author/Bilstrup%2C+Karl-Emil+Kj%C3%A6r'), ('Mille Skovhus Lunding', '/author/Lunding%2C+Mille+Skovhus'), ('Marianne Graves Petersen', '/author/Petersen%2C+Marianne+Graves'), ('Ole Sejer Iversen', '/author/Iversen%2C+Ole+Sejer')]"
186,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach,"[('Michelle McPartland', '/profile/81100571161'), ('Stefano Nolfi', '/profile/81100194859'), ('Hussein A. Abbass', '/profile/81100088814')]"
187,The emergence of global properties from local interactions: static properties and one-dimensional patterns,"[('Daniel Yamins', '/profile/99660233072')]"
188,Agent metaphor for machine translation mediated communication,"[('Chunqi Shi', '/profile/99660040718'), ('Donghui Lin', '/profile/81548041274'), ('Toru Ishida', '/profile/81330492654')]"
189,From object evolution to object emergence,"[('Dalila Tamzalit', '/profile/81100662350'), ('Chabane Oussalah', '/profile/81100047246')]"
190,Prescriptive analytics: a survey of emerging trends and technologies,"[('Davide Frazzetto', '/author/Frazzetto%2C+Davide'), ('Thomas Dyhre Nielsen', '/author/Nielsen%2C+Thomas+Dyhre'), ('Torben Bach Pedersen', '/author/Pedersen%2C+Torben+Bach'), ('Laurynas Šikšnys', '/author/%C5%A0ik%C5%A1nys%2C+Laurynas')]"
191,Emergence of competitive and cooperative behavior using coevolution,"[('Padmini Rajagopalan', '/profile/81466644578'), ('Aditya Rawal', '/profile/81548042459'), ('Risto Miikkulainen', '/profile/81452617472')]"
192,Core-periphery clustering and collaboration networks,"[('Pierluigi Crescenzi', '/profile/81100450048'), ('Pierre Fraigniaud', '/profile/81100344705'), ('Zvi Lotker', '/profile/81100391608'), ('Paolo Penna', '/profile/81100438786')]"
193,A research program to assess user perceptions of group work support,"[('John Satzinger', '/profile/81100529796'), ('Lorne Olfman', '/profile/81100355524')]"
194,Research on the Construction and Design of University Emergency Information Sharing Platform for Unconventional Events,"[('He Ziti', '/profile/99659575966')]"
195,An emergent role for TV in social communication,"[('Doug Williams', '/profile/81384595245'), ('Marian F. Ursu', '/profile/81343507220'), ('Pablo Cesar', '/profile/81318497573'), ('Karl Bergström', '/profile/81479656709'), ('Ian Kegel', '/profile/81384605063'), ('Joshan Meenowa', '/profile/81435609553')]"
196,An ontology-oriented decision support system for emergency management based on information fusion,"[('Yaoci Han', '/profile/99659040726'), ('Wei Xu', '/profile/81453620494')]"
197,Transfer Learning for COVID-19 Pneumonia Detection and Classification in Chest X-ray Images,"[('Iason Katsamenis', '/profile/99659545496'), ('Eftychios Protopapadakis', '/profile/81550376556'), ('Athanasios Voulodimos', '/profile/81339534185'), ('Anastasios Doulamis', '/profile/81100547210'), ('Nikolaos Doulamis', '/profile/81100547184')]"
198,Towards emergent microservices for client-tailored design,"[('Roberto Rodrigues Filho', '/profile/99659094714'), ('Marcio Pereira de Sá', '/profile/99659362460'), ('Barry Porter', '/profile/81319499620'), ('Fábio M. Costa', '/profile/81452610442')]"
199,Attack Resilient Underwater Networks Through Software Defined Networking,"[('Giovanni Toso', '/profile/86158653857'), ('Daniele Munaretto', '/profile/81453659446'), ('Mauro Conti', '/profile/81331490994'), ('Michele Zorzi', '/profile/81100200991')]"
200,Emergence of Cooperation in Complex Agent Networks Based on Expectation of Cooperation: (Extended Abstract),"[('Ryosuke Shibusawa', '/profile/99658664391'), ('Tomoaki Otsuka', '/profile/87959161057'), ('Toshiharu Sugawara', '/profile/81100212247')]"
201,An emergent role for TV in social communication,"[('Doug Williams', '/profile/81384595245'), ('Marian F. Ursu', '/profile/81343507220'), ('Pablo Cesar', '/profile/81318497573'), ('Karl Bergström', '/profile/81479656709'), ('Ian Kegel', '/profile/81384605063'), ('Joshan Meenowa', '/profile/81435609553')]"
202,Emerging multidisciplinary research across database management systems,"[('Anisoara Nica', '/profile/81100320230'), ('Fabian M. Suchanek', '/profile/81317490234'), ('Aparna S. Varde', '/profile/81100188513')]"
203,"Reflective, deformable, colloidal display: a waterfall-based colloidal membrane using focused ultrasonic waves","[('Yoichi Ochiai', '/profile/81466641621'), ('Alexis Oyama Takayuki Hoshi', '/profile/82459164857'), ('Jun Rekimoto', '/profile/81100008564')]"
204,A Mobile-assisted Edge Computing Framework for Emerging IoT Applications,"[('Deke Guo', '/author/Guo%2C+Deke'), ('Siyuan Gu', '/author/Gu%2C+Siyuan'), ('Junjie Xie', '/author/Xie%2C+Junjie'), ('Lailong Luo', '/author/Luo%2C+Lailong'), ('Xueshan Luo', '/author/Luo%2C+Xueshan'), ('Yingwen Chen', '/author/Chen%2C+Yingwen')]"
205,Emergence of agent-based referral networks,"[('Bin Yu', '/profile/81100472076'), ('Munindar P. Singh', '/profile/81350589454')]"
206,Understanding the dynamics of information flow during disaster response using absorbing markov chains,"[('Yitong Li', '/profile/99659709270'), ('Wenying Ji', '/profile/99659722937')]"
207,Pre-hospital simulation model for medical disaster management,"[('Christophe Ullrich', '/profile/81552986956'), ('Filip Van Utterbeeck', '/profile/81553033556'), ('Emilie Dejardin', '/profile/99658640657'), ('Michel Debacker', '/profile/81553023456'), ('Erwin Dhondt', '/profile/81553131656')]"
208,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"[('Shubham Gupta', '/profile/99659338498'), ('Rishi Hazra', '/profile/99659530145'), ('Ambedkar Dukkipati', '/profile/99660268182')]"
209,A combined tactical and strategic hierarchical learning framework in multi-agent games,"[('Chek Tien Tan', '/profile/81365592562'), ('Ho-lun Cheng', '/profile/81100098498')]"
210,Separate handles from names on the internet,"[(""Michael J. O'Donnell"", '/profile/81339520288')]"
211,Using clinical preferences in argumentation about evidence from clinical trials,"[('Anthony Hunter', '/profile/81100081072'), ('Matthew Williams', '/profile/81447599130')]"
212,Solving constrained optimization problems by using covariance matrix adaptation evolutionary strategy with constraint handling methods,"[('Miftah Bedru Jamal', '/profile/99659279455'), ('Fang Ming', '/profile/99659279071'), ('Jiang Zhengang', '/profile/99658665960')]"
213,Handling Boot Storms in Virtualized Data Centers—A Survey,"[('Durgesh Samant', '/profile/99659038650'), ('Umesh Bellur', '/profile/81100394653')]"
214,Processing complex aggregate queries over data streams,"[('Alin Dobra', '/profile/81100030224'), ('Minos Garofalakis', '/profile/81100428642'), ('Johannes Gehrke', '/profile/81452607023'), ('Rajeev Rastogi', '/profile/81100492739')]"
215,Prioritized Allocation of Emergency Responders based on a Continuous-Time Incident Prediction Model,"[('Ayan Mukhopadhyay', '/profile/99659026499'), ('Yevgeniy Vorobeychik', '/profile/81314492468'), ('Abhishek Dubey', '/profile/81312482618'), ('Gautam Biswas', '/profile/81100075566')]"
216,An n-gram frequency database reference to handle MWE extraction in NLP applications,"[('Patrick Watrin', '/profile/81388591567'), ('Thomas François', '/profile/81442613171')]"
217,Emergent Interfaces: Constructive Assembly of Identical Units,"[('Alexandru Dancu', '/profile/81549502256'), ('Catherine Hedler', '/profile/89758975857'), ('Stig Anton Nielsen', '/profile/87358889057'), ('Hanna Frank', '/profile/99658704517'), ('Zhu Kening', '/profile/99658695885'), ('Axel Pelling', '/profile/99658704126'), ('Adviye Ayça Ünlüer', '/profile/99658700122'), ('Christian Carlsson', '/profile/99658697583'), ('Max Witt', '/profile/99658703836'), ('Morten Fjeld', '/profile/81100571519')]"
218,Emergence of agent-based referral networks,"[('Bin Yu', '/profile/81100472076'), ('Munindar P. Singh', '/profile/81350589454')]"
219,Random preferential attachment hypergraph,"[('Chen Avin', '/profile/81100645698'), ('Zvi Lotker', '/profile/81100391608'), ('Yinon Nahum', '/profile/81502802958'), ('David Peleg', '/profile/81100569948')]"
220,The emergence of software diversity in maven central,"[('César Soto-Valero', '/profile/99659286914'), ('Amine Benelallam', '/profile/99658680521'), ('Nicolas Harrand', '/profile/99659075330'), ('Olivier Barais', '/profile/81100154033'), ('Benoit Baudry', '/profile/81100407522')]"
221,Emergent Communication under Competition,"[('Michael Noukhovitch', '/profile/99659694814'), ('Travis LaCroix', '/profile/99659695089'), ('Angeliki Lazaridou', '/profile/81485659419'), ('Aaron Courville', '/profile/81100464337')]"
222,Emergence of Conventions for Efficiently Resolving Conflicts in Complex Networks,"[('Toshiharu Sugawara', '/profile/99659838713')]"
223,Intrinsic emergence boosts adaptive capacity,"[('Christophe Philemotte', '/profile/81100599784'), ('Hugues Bersini', '/profile/81100053308')]"
224,Fear of Punishment Promotes the Emergence of Cooperation and Enhanced Social Welfare in Social Dilemmas,"[('Theodor Cimpeanu', '/profile/99659530444'), ('The Anh Han', '/profile/84460150857')]"
225,Rapid Convergence: The Outcomes of Making PPE During a Healthcare Crisis,"[('Kelly Mack', '/profile/99659261942'), ('Megan Hofmann', '/profile/99658652727'), ('Udaya Lakshmi', '/profile/99659260678'), ('Jerry Cao', '/profile/99660233363'), ('Nayha Auradkar', '/profile/99660741423'), ('Rosa Arriaga', '/profile/81100177483'), ('Scott Hudson', '/profile/81328488846'), ('Jen Mankoff', '/profile/81100650762')]"
226,An object-oriented media computation package in Python 3,"[('Paul Buis', '/profile/81100105441')]"
227,Irreversibility and forceback in public interfaces,"[('Ingunn Bratteberg', '/profile/81372593185'), ('Steinar Kristoffersen', '/profile/81100263573')]"
228,Minimising latency and maintaining consistency in distributed virtual prototyping,"[('J. Marsh', '/profile/81100322829'), ('M. Glencross', '/profile/81408602556'), ('S. Pettifer', '/profile/81100508955'), ('R. J. Hubbold', '/profile/81100561115'), ('J. Cook', '/profile/81100111573'), ('S. Daubrenet', '/profile/81100260318')]"
229,Mobility in Low-Power Wide-Area Network over White Spaces,"[('Dali Ismail', '/author/Ismail%2C+Dali'), ('Abusayeed Saifullah', '/author/Saifullah%2C+Abusayeed')]"
230,A convenient way to handle numbers,"[('Paul Frenger', '/profile/81100049583')]"
231,Handling Bias in Toxic Speech Detection: A Survey,"[('Tanmay Garg', '/author/Garg%2C+Tanmay'), ('Sarah Masud', '/author/Masud%2C+Sarah'), ('Tharun Suresh', '/author/Suresh%2C+Tharun'), ('Tanmoy Chakraborty', '/author/Chakraborty%2C+Tanmoy')]"
232,Towards emergence of communication: a cognitive developmental robotics approach,"[('Minoru Asada', '/profile/81100515894')]"
233,Do ordinary bloggers really differ from blog celebrities?,"[('Olessia Koltsova', '/profile/89758753657'), ('Sergei Koltcov', '/profile/89758841757'), ('Svetlana Alexeeva', '/profile/89758981257')]"
234,Higher Dimension Quantum Entanglement Generators,"[('Kaitlin N. Smith', '/profile/99659439423'), ('Mitchell A. Thornton', '/profile/81100443126')]"
235,Data-Driven Color Manifolds,"[('Chuong H. Nguyen', '/profile/81503643136'), ('Tobias Ritschel', '/profile/81351607404'), ('Hans-Peter Seidel', '/profile/81100315426')]"
236,Multimodal Graph Meta Contrastive Learning,"[('Feng Zhao', '/profile/99659877326'), ('Donglin Wang', '/profile/99659478866')]"
237,Challenges in designing interactive systems for emergency response,"[('Morten Kyng', '/profile/81100435567'), ('Esben Toftdahl Nielsen', '/profile/81314494414'), ('Margit Kristensen', '/profile/81311483791')]"
238,Modeling the materials handling in a container terminal using electronic real-time tracking data,"[('Yan Liu', '/profile/81485647159'), ('Soemon Takakuwa', '/profile/81100460554')]"
239,Processing Social Media Messages in Mass Emergency: A Survey,"[('Muhammad Imran', '/profile/81485650215'), ('Carlos Castillo', '/profile/81100469839'), ('Fernando Diaz', '/profile/81100278520'), ('Sarah Vieweg', '/profile/81384596988')]"
240,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning","[('Cinjon Resnick', '/profile/99659336902'), ('Abhinav Gupta', '/profile/99659530143'), ('Jakob Foerster', '/profile/99659218441'), ('Andrew M. Dai', '/profile/99659048763'), ('Kyunghyun Cho', '/profile/81488664147')]"
241,Natural language generation in dialog systems,"[('Owen Rambow', '/profile/81100194456'), ('Srinivas Bangalore', '/profile/81100126548'), ('Marilyn Walker', '/profile/81100424194')]"
242,Emergence of altruism in open-ended evolution in a population of autonomous agents,"[('Jean-Marc Montanier', '/profile/81474698218'), ('Nicolas Bredeche', '/profile/81100615874')]"
243,Emergent semantics from game-induced folksonomies,"[('Lilian Weng', '/profile/81500645383'), ('Filippo Menczer', '/profile/81100513282')]"
244,The 'Fairness Doctrine' lives on?: Theorizing about the Algorithmic News Curation of Google's Top Stories,"[('Anna Kawakami', '/profile/99659527690'), ('Khonzoda Umarova', '/profile/99659370907'), ('Dongchen Huang', '/profile/99659553536'), ('Eni Mustafaraj', '/profile/81461643094')]"
245,Generative models for name disambiguation,"[('Yang Song', '/profile/81317500799'), ('Jian Huang', '/profile/81452601427'), ('Isaac G. Councill', '/profile/81100400797'), ('Jia Li', '/profile/81363603094'), ('C. Lee Giles', '/profile/81100126614')]"
246,An Objective-Based Approach for Semantic Validation of Emergence in Component-Based Simulation Models,"[('Claudia Szabo', '/profile/81330498798'), ('Yong Meng Teo', '/profile/81548017693')]"
247,Design exploration of ultra-low power non-volatile memory based on topological insulator,"[('Yuhao Wang', '/profile/81504685422'), ('Hao Yu', '/profile/81100472395')]"
248,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda","[('Manu Kapur', '/profile/81316488825'), ('David Hung', '/profile/81316488655'), ('Michael Jacobson', '/profile/81100030660'), ('John Voiklis', '/profile/81317490061'), ('Charles K. Kinzer', '/profile/81100336595'), ('Chen Der-Thanq Victor', '/profile/81442604408')]"
249,Using Competing Bacterial Communication to Disassemble Biofilms,"[('Daniel P. Martins', '/profile/99659068408'), ('Michael T. Barros', '/profile/99659067497'), ('Sasitharan Balasubramaniam', '/profile/81314487927')]"
250,"Network communities, community networks","[('John M. Carroll', '/profile/81350576124'), ('Mary Beth Rosson', '/profile/81335496622')]"
251,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda","[('Manu Kapur', '/profile/81316488825'), ('David Hung', '/profile/81316488655'), ('Michael Jacobson', '/profile/81100030660'), ('John Voiklis', '/profile/81317490061'), ('Charles K. Kinzer', '/profile/81100336595'), ('Chen Der-Thanq Victor', '/profile/81442604408')]"
252,Financial model within the MSW management cluster based on public-private partnership projects,"[('Aleksey Gubernatorov', '/profile/99660009204'), ('Elena Tutukina', '/profile/99660009015'), ('Elena Stepanova', '/profile/99660008806')]"
253,Deep learning benchmarks and datasets for social media image classification for disaster response,"[('Firoj Alam', '/profile/99658645960'), ('Ferda Ofli', '/profile/81558202256'), ('Muhammad Imran', '/profile/81485650215'), ('Tanvirul Alam', '/profile/99659916770'), ('Umair Qazi', '/profile/99659537823')]"
254,Using emulation to validate post-disaster network recovery solutions,"[('Razvan Beuran', '/profile/81330487996'), ('Shingo Yasuda', '/profile/81502684882'), ('Tomoya Inoue', '/profile/81493644641'), ('Shinsuke Miwa', '/profile/81392597056'), ('Yoichi Shinoda', '/profile/81100555825')]"
255,Visual Robot Programming for Generalizable Mobile Manipulation Tasks,"[('Sonya Alexandrova', '/profile/99658692176'), ('Zachary Tatlock', '/profile/81392605383'), ('Maya Cakmak', '/profile/81414594397')]"
256,Visual Assistant for Crowdsourced Anomaly Event Recognition in Smart City,"[('Minh-Tri Ho', '/profile/99659489062'), ('Trong-Tung Nguyen', '/profile/99659488809'), ('Hieu Dao', '/profile/99659489231'), ('Minh-Triet Tran', '/profile/81392613616')]"
257,Session details: Robots and emerging technologies,"[('I-Ping Hong', '/profile/99659118790')]"
258,Modeling the performance of low latency queueing for emergency telecommunications,"[('Denise M. Bevilacqua Masi', '/profile/81350587406'), ('Martin J. Fischer', '/profile/81350587586'), ('David A. Garbin', '/profile/81350580941')]"
259,Cloud-based cooperative navigation for mobile service robots in dynamic industrial environments,"[('Jannik Abbenseth', '/profile/99659172926'), ('Felipe Garcia Lopez', '/profile/99659034543'), ('Christian Henkel', '/profile/99659173203'), ('Stefan Dörr', '/profile/99659034508')]"
260,Learning to Learn and Compositionality with Deep Recurrent Neural Networks: Learning to Learn and Compositionality,"[('Nando de Freitas', '/profile/81335489736')]"
261,Software estimation using a generic-processor model,"[('Jie Gong', '/profile/81100009770'), ('D. D. Gajski', '/profile/81502706434'), ('S. Narayan', '/profile/81100186344')]"
262,Why E-Servicescape Matters for Positive Word-of-Mouth: An Empirical Study in Online Food Delivery Service During COVID-19 Pandemic in Indonesia,"[('Darjat Sudrajat', '/profile/99659732324')]"
263,Winning an Election: On Emergent Strategic Communication in Multi-Agent Networks,"[('Shubham Gupta', '/profile/99659338498'), ('Ambedkar Dukkipati', '/profile/99660268182')]"
264,Emergence of human language: a DEVS-based systems approach,"[('Bernard P Zeigler', '/profile/81452614233')]"
265,A cognitive account of collective emergence in design,"[('Benjamin G. Shaw', '/profile/81413602085')]"
