,name,org,url,pub
588,Michele Zorzi,University of Padova,https://dl.acm.org/profile/81100200991,Attack Resilient Underwater Networks Through Software Defined Networking
589,Ryosuke Shibusawa,Waseda University,https://dl.acm.org/profile/99658664391,Emergence of Cooperation in Complex Agent Networks Based on Expectation of Cooperation: (Extended Abstract)
590,Tomoaki Otsuka,Waseda University,https://dl.acm.org/profile/87959161057,Emergence of Cooperation in Complex Agent Networks Based on Expectation of Cooperation: (Extended Abstract)
591,Toshiharu Sugawara,Waseda University,https://dl.acm.org/profile/81100212247,Emergence of Cooperation in Complex Agent Networks Based on Expectation of Cooperation: (Extended Abstract)
592,Doug Williams,British Telecom Research Lab,https://dl.acm.org/profile/81384595245,An emergent role for TV in social communication
593,Marian F. Ursu,University of York,https://dl.acm.org/profile/81343507220,An emergent role for TV in social communication
594,Pablo Cesar,Delft University of Technology,https://dl.acm.org/profile/81318497573,An emergent role for TV in social communication
595,Karl Bergström,Uppsala University,https://dl.acm.org/profile/81479656709,An emergent role for TV in social communication
596,Ian Kegel,British Telecom Research Lab,https://dl.acm.org/profile/81384605063,An emergent role for TV in social communication
597,Joshan Meenowa,British Telecom Research Lab,https://dl.acm.org/profile/81435609553,An emergent role for TV in social communication
598,Anisoara Nica,SAP Canada Inc.,https://dl.acm.org/profile/81100320230,Emerging multidisciplinary research across database management systems
599,Fabian M. Suchanek,Telecom Paris,https://dl.acm.org/profile/81317490234,Emerging multidisciplinary research across database management systems
600,Aparna S. Varde,Montclair State University,https://dl.acm.org/profile/81100188513,Emerging multidisciplinary research across database management systems
601,Yoichi Ochiai,University of Tsukuba,https://dl.acm.org/profile/81466641621,"Reflective, deformable, colloidal display: a waterfall-based colloidal membrane using focused ultrasonic waves"
602,Alexis Oyama Takayuki Hoshi,Nagoya Institute of Technology,https://dl.acm.org/profile/82459164857,"Reflective, deformable, colloidal display: a waterfall-based colloidal membrane using focused ultrasonic waves"
603,Jun Rekimoto,The University of Tokyo,https://dl.acm.org/profile/81100008564,"Reflective, deformable, colloidal display: a waterfall-based colloidal membrane using focused ultrasonic waves"
604,Bin Yu,"University of California, Berkeley",https://dl.acm.org/profile/81100472076,Emergence of agent-based referral networks
605,Munindar P. Singh,NC State University,https://dl.acm.org/profile/81350589454,Emergence of agent-based referral networks
606,Yitong Li,George Mason University,https://dl.acm.org/profile/99659709270,Understanding the dynamics of information flow during disaster response using absorbing markov chains
607,Wenying Ji,George Mason University,https://dl.acm.org/profile/99659722937,Understanding the dynamics of information flow during disaster response using absorbing markov chains
608,Christophe Ullrich,Royal Military Academy,https://dl.acm.org/profile/81552986956,Pre-hospital simulation model for medical disaster management
609,Filip Van Utterbeeck,Royal Military Academy,https://dl.acm.org/profile/81553033556,Pre-hospital simulation model for medical disaster management
610,Emilie Dejardin,Royal Military Academy,https://dl.acm.org/profile/99658640657,Pre-hospital simulation model for medical disaster management
611,Michel Debacker,Vrije Universiteit Brussel,https://dl.acm.org/profile/81553023456,Pre-hospital simulation model for medical disaster management
612,Erwin Dhondt,Queen Astrid Military Hospital,https://dl.acm.org/profile/81553131656,Pre-hospital simulation model for medical disaster management
613,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
614,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
615,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
616,Chek Tien Tan,Singapore Institute of Technology,https://dl.acm.org/profile/81365592562,A combined tactical and strategic hierarchical learning framework in multi-agent games
617,Ho-lun Cheng,National University of Singapore,https://dl.acm.org/profile/81100098498,A combined tactical and strategic hierarchical learning framework in multi-agent games
618,Michael J. O'Donnell,Autonomous University of Madrid,https://dl.acm.org/profile/81339520288,Separate handles from names on the internet
619,Anthony Hunter,University College London,https://dl.acm.org/profile/81100081072,Using clinical preferences in argumentation about evidence from clinical trials
620,Matthew Williams,Charing Cross Hospital,https://dl.acm.org/profile/81447599130,Using clinical preferences in argumentation about evidence from clinical trials
621,Miftah Bedru Jamal,Changchun University of Science and Technology,https://dl.acm.org/profile/99659279455,Solving constrained optimization problems by using covariance matrix adaptation evolutionary strategy with constraint handling methods
622,Fang Ming,Changchun University of Science and Technology,https://dl.acm.org/profile/99659279071,Solving constrained optimization problems by using covariance matrix adaptation evolutionary strategy with constraint handling methods
623,Jiang Zhengang,Changchun University of Science and Technology,https://dl.acm.org/profile/99658665960,Solving constrained optimization problems by using covariance matrix adaptation evolutionary strategy with constraint handling methods
624,Durgesh Samant,"Indian Institute of Technology, Bombay",https://dl.acm.org/profile/99659038650,Handling Boot Storms in Virtualized Data Centers—A Survey
625,Umesh Bellur,"Indian Institute of Technology, Bombay",https://dl.acm.org/profile/81100394653,Handling Boot Storms in Virtualized Data Centers—A Survey
626,Alin Dobra,University of Florida,https://dl.acm.org/profile/81100030224,Processing complex aggregate queries over data streams
627,Minos Garofalakis,"Athena - Research and Innovation Center in Information, Communication and Knowledge Technologies",https://dl.acm.org/profile/81100428642,Processing complex aggregate queries over data streams
628,Johannes Gehrke,Microsoft Research,https://dl.acm.org/profile/81452607023,Processing complex aggregate queries over data streams
629,Rajeev Rastogi,Amazon Development Centre (India) Pvt. Ltd.,https://dl.acm.org/profile/81100492739,Processing complex aggregate queries over data streams
630,Ayan Mukhopadhyay,Vanderbilt University,https://dl.acm.org/profile/99659026499,Prioritized Allocation of Emergency Responders based on a Continuous-Time Incident Prediction Model
631,Yevgeniy Vorobeychik,Washington University in St. Louis,https://dl.acm.org/profile/81314492468,Prioritized Allocation of Emergency Responders based on a Continuous-Time Incident Prediction Model
632,Abhishek Dubey,Vanderbilt University,https://dl.acm.org/profile/81312482618,Prioritized Allocation of Emergency Responders based on a Continuous-Time Incident Prediction Model
633,Gautam Biswas,Vanderbilt University,https://dl.acm.org/profile/81100075566,Prioritized Allocation of Emergency Responders based on a Continuous-Time Incident Prediction Model
634,Patrick Watrin,Université Catholique de Louvain,https://dl.acm.org/profile/81388591567,An n-gram frequency database reference to handle MWE extraction in NLP applications
635,Thomas François,Université Catholique de Louvain,https://dl.acm.org/profile/81442613171,An n-gram frequency database reference to handle MWE extraction in NLP applications
636,Alexandru Dancu,Singapore University of Technology and Design,https://dl.acm.org/profile/81549502256,Emergent Interfaces: Constructive Assembly of Identical Units
637,Catherine Hedler,Chalmers University of Technology,https://dl.acm.org/profile/89758975857,Emergent Interfaces: Constructive Assembly of Identical Units
638,Stig Anton Nielsen,Chalmers University of Technology,https://dl.acm.org/profile/87358889057,Emergent Interfaces: Constructive Assembly of Identical Units
639,Hanna Frank,Chalmers University of Technology,https://dl.acm.org/profile/99658704517,Emergent Interfaces: Constructive Assembly of Identical Units
640,Zhu Kening,City University of Hong Kong,https://dl.acm.org/profile/99658695885,Emergent Interfaces: Constructive Assembly of Identical Units
641,Axel Pelling,Chalmers University of Technology,https://dl.acm.org/profile/99658704126,Emergent Interfaces: Constructive Assembly of Identical Units
642,Adviye Ayça Ünlüer,Yildiz Technical University,https://dl.acm.org/profile/99658700122,Emergent Interfaces: Constructive Assembly of Identical Units
643,Christian Carlsson,Chalmers University of Technology,https://dl.acm.org/profile/99658697583,Emergent Interfaces: Constructive Assembly of Identical Units
644,Max Witt,Chalmers University of Technology,https://dl.acm.org/profile/99658703836,Emergent Interfaces: Constructive Assembly of Identical Units
645,Morten Fjeld,Chalmers University of Technology,https://dl.acm.org/profile/81100571519,Emergent Interfaces: Constructive Assembly of Identical Units
646,Bin Yu,"University of California, Berkeley",https://dl.acm.org/profile/81100472076,Emergence of agent-based referral networks
647,Munindar P. Singh,NC State University,https://dl.acm.org/profile/81350589454,Emergence of agent-based referral networks
648,Chen Avin,Ben-Gurion University of the Negev,https://dl.acm.org/profile/81100645698,Random preferential attachment hypergraph
649,Zvi Lotker,Ben-Gurion University of the Negev,https://dl.acm.org/profile/81100391608,Random preferential attachment hypergraph
650,Yinon Nahum,Weizmann Institute of Science Israel,https://dl.acm.org/profile/81502802958,Random preferential attachment hypergraph
651,David Peleg,Weizmann Institute of Science Israel,https://dl.acm.org/profile/81100569948,Random preferential attachment hypergraph
652,César Soto-Valero,KTH Royal Institute of Technology,https://dl.acm.org/profile/99659286914,The emergence of software diversity in maven central
653,Amine Benelallam,CNRS Centre National de la Recherche Scientifique,https://dl.acm.org/profile/99658680521,The emergence of software diversity in maven central
654,Nicolas Harrand,KTH Royal Institute of Technology,https://dl.acm.org/profile/99659075330,The emergence of software diversity in maven central
655,Olivier Barais,Institute for Research in Computer Science and Random Systems,https://dl.acm.org/profile/81100154033,The emergence of software diversity in maven central
656,Benoit Baudry,KTH Royal Institute of Technology,https://dl.acm.org/profile/81100407522,The emergence of software diversity in maven central
657,Michael Noukhovitch,University of Montreal,https://dl.acm.org/profile/99659694814,Emergent Communication under Competition
658,Travis LaCroix,University of Toronto,https://dl.acm.org/profile/99659695089,Emergent Communication under Competition
659,Angeliki Lazaridou,DeepMind Technologies Limited,https://dl.acm.org/profile/81485659419,Emergent Communication under Competition
660,Aaron Courville,University of Montreal,https://dl.acm.org/profile/81100464337,Emergent Communication under Competition
661,Christophe Philemotte,Université Libre de Bruxelles,https://dl.acm.org/profile/81100599784,Intrinsic emergence boosts adaptive capacity
662,Hugues Bersini,Université Libre de Bruxelles,https://dl.acm.org/profile/81100053308,Intrinsic emergence boosts adaptive capacity
663,Theodor Cimpeanu,Teesside University,https://dl.acm.org/profile/99659530444,Fear of Punishment Promotes the Emergence of Cooperation and Enhanced Social Welfare in Social Dilemmas
664,The Anh Han,Teesside University,https://dl.acm.org/profile/84460150857,Fear of Punishment Promotes the Emergence of Cooperation and Enhanced Social Welfare in Social Dilemmas
665,Kelly Mack,University of Washington,https://dl.acm.org/profile/99659261942,Rapid Convergence: The Outcomes of Making PPE During a Healthcare Crisis
666,Megan Hofmann,Northeastern University,https://dl.acm.org/profile/99658652727,Rapid Convergence: The Outcomes of Making PPE During a Healthcare Crisis
667,Udaya Lakshmi,Georgia Institute of Technology,https://dl.acm.org/profile/99659260678,Rapid Convergence: The Outcomes of Making PPE During a Healthcare Crisis
668,Jerry Cao,University of Washington,https://dl.acm.org/profile/99660233363,Rapid Convergence: The Outcomes of Making PPE During a Healthcare Crisis
669,Nayha Auradkar,University of Washington,https://dl.acm.org/profile/99660741423,Rapid Convergence: The Outcomes of Making PPE During a Healthcare Crisis
670,Rosa Arriaga,Georgia Institute of Technology,https://dl.acm.org/profile/81100177483,Rapid Convergence: The Outcomes of Making PPE During a Healthcare Crisis
671,Scott Hudson,Carnegie Mellon University,https://dl.acm.org/profile/81328488846,Rapid Convergence: The Outcomes of Making PPE During a Healthcare Crisis
672,Jen Mankoff,University of Washington,https://dl.acm.org/profile/81100650762,Rapid Convergence: The Outcomes of Making PPE During a Healthcare Crisis
673,Paul Buis,Ball State University,https://dl.acm.org/profile/81100105441,An object-oriented media computation package in Python 3
674,Steinar Kristoffersen,Østfold University College,https://dl.acm.org/profile/81100263573,Irreversibility and forceback in public interfaces
675,J. Marsh,The University of Manchester,https://dl.acm.org/profile/81100322829,Minimising latency and maintaining consistency in distributed virtual prototyping
676,M. Glencross,The University of Queensland,https://dl.acm.org/profile/81408602556,Minimising latency and maintaining consistency in distributed virtual prototyping
677,S. Pettifer,The University of Manchester,https://dl.acm.org/profile/81100508955,Minimising latency and maintaining consistency in distributed virtual prototyping
678,R. J. Hubbold,The University of Manchester,https://dl.acm.org/profile/81100561115,Minimising latency and maintaining consistency in distributed virtual prototyping
679,J. Cook,The University of Manchester,https://dl.acm.org/profile/81100111573,Minimising latency and maintaining consistency in distributed virtual prototyping
680,S. Daubrenet,The University of Manchester,https://dl.acm.org/profile/81100260318,Minimising latency and maintaining consistency in distributed virtual prototyping
681,Paul Frenger,"A Working Hypothesis, Inc.",https://dl.acm.org/profile/81100049583,A convenient way to handle numbers
682,Minoru Asada,Osaka University,https://dl.acm.org/profile/81100515894,Towards emergence of communication: a cognitive developmental robotics approach
683,Olessia Koltsova,"National Research University Higher School of Economics, Moscow",https://dl.acm.org/profile/89758753657,Do ordinary bloggers really differ from blog celebrities?
684,Sergei Koltcov,"National Research University Higher School of Economics, Moscow",https://dl.acm.org/profile/89758841757,Do ordinary bloggers really differ from blog celebrities?
685,Svetlana Alexeeva,"National Research University Higher School of Economics, Moscow",https://dl.acm.org/profile/89758981257,Do ordinary bloggers really differ from blog celebrities?
686,Kaitlin N. Smith,The University of Chicago,https://dl.acm.org/profile/99659439423,Higher Dimension Quantum Entanglement Generators
687,Mitchell A. Thornton,Southern Methodist University,https://dl.acm.org/profile/81100443126,Higher Dimension Quantum Entanglement Generators
688,Chuong H. Nguyen,Max Planck Institute for Informatics,https://dl.acm.org/profile/81503643136,Data-Driven Color Manifolds
689,Tobias Ritschel,University College London,https://dl.acm.org/profile/81351607404,Data-Driven Color Manifolds
690,Hans-Peter Seidel,Max Planck Institute for Informatics,https://dl.acm.org/profile/81100315426,Data-Driven Color Manifolds
691,Feng Zhao,Westlake University,https://dl.acm.org/profile/99659877326,Multimodal Graph Meta Contrastive Learning
692,Donglin Wang,Westlake University,https://dl.acm.org/profile/99659478866,Multimodal Graph Meta Contrastive Learning
693,Morten Kyng,Alexandra Instituttet AS,https://dl.acm.org/profile/81100435567,Challenges in designing interactive systems for emergency response
694,Esben Toftdahl Nielsen,Aarhus University,https://dl.acm.org/profile/81314494414,Challenges in designing interactive systems for emergency response
695,Margit Kristensen,Aarhus University,https://dl.acm.org/profile/81311483791,Challenges in designing interactive systems for emergency response
696,Yan Liu,Nagoya University,https://dl.acm.org/profile/81485647159,Modeling the materials handling in a container terminal using electronic real-time tracking data
697,Soemon Takakuwa,Nagoya University,https://dl.acm.org/profile/81100460554,Modeling the materials handling in a container terminal using electronic real-time tracking data
698,Muhammad Imran,Qatar Computing Research Institute,https://dl.acm.org/profile/81485650215,Processing Social Media Messages in Mass Emergency: A Survey
699,Carlos Castillo,Pompeu Fabra University,https://dl.acm.org/profile/81100469839,Processing Social Media Messages in Mass Emergency: A Survey
700,Fernando Diaz,Google LLC,https://dl.acm.org/profile/81100278520,Processing Social Media Messages in Mass Emergency: A Survey
701,Sarah Vieweg,"Twitter, Inc.",https://dl.acm.org/profile/81384596988,Processing Social Media Messages in Mass Emergency: A Survey
702,Cinjon Resnick,New York University,https://dl.acm.org/profile/99659336902,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
703,Abhinav Gupta,Montreal Institute for Learning Algorithms,https://dl.acm.org/profile/99659530143,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
704,Jakob Foerster,University of Oxford,https://dl.acm.org/profile/99659218441,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
705,Andrew M. Dai,Google LLC,https://dl.acm.org/profile/99659048763,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
706,Kyunghyun Cho,University of Montreal,https://dl.acm.org/profile/81488664147,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
707,Owen Rambow,Columbia University,https://dl.acm.org/profile/81100194456,Natural language generation in dialog systems
708,Srinivas Bangalore,AT&T Inc.,https://dl.acm.org/profile/81100126548,Natural language generation in dialog systems
709,Marilyn Walker,"University of California, Santa Cruz",https://dl.acm.org/profile/81100424194,Natural language generation in dialog systems
710,Jean-Marc Montanier,SoftBank Group Corp.,https://dl.acm.org/profile/81474698218,Emergence of altruism in open-ended evolution in a population of autonomous agents
711,Nicolas Bredeche,CNRS Centre National de la Recherche Scientifique,https://dl.acm.org/profile/81100615874,Emergence of altruism in open-ended evolution in a population of autonomous agents
712,Lilian Weng,Indiana University Bloomington,https://dl.acm.org/profile/81500645383,Emergent semantics from game-induced folksonomies
713,Filippo Menczer,Indiana University Bloomington,https://dl.acm.org/profile/81100513282,Emergent semantics from game-induced folksonomies
714,Anna Kawakami,Wellesley College,https://dl.acm.org/profile/99659527690,The 'Fairness Doctrine' lives on?: Theorizing about the Algorithmic News Curation of Google's Top Stories
715,Khonzoda Umarova,Wellesley College,https://dl.acm.org/profile/99659370907,The 'Fairness Doctrine' lives on?: Theorizing about the Algorithmic News Curation of Google's Top Stories
716,Dongchen Huang,Columbia University,https://dl.acm.org/profile/99659553536,The 'Fairness Doctrine' lives on?: Theorizing about the Algorithmic News Curation of Google's Top Stories
717,Eni Mustafaraj,Wellesley College,https://dl.acm.org/profile/81461643094,The 'Fairness Doctrine' lives on?: Theorizing about the Algorithmic News Curation of Google's Top Stories
718,Yang Song,Hong Kong University of Science and Technology,https://dl.acm.org/profile/81317500799,Generative models for name disambiguation
719,Jian Huang,Pennsylvania State University,https://dl.acm.org/profile/81452601427,Generative models for name disambiguation
720,Isaac G. Councill,Google LLC,https://dl.acm.org/profile/81100400797,Generative models for name disambiguation
721,Jia Li,Pennsylvania State University,https://dl.acm.org/profile/81363603094,Generative models for name disambiguation
722,C. Lee Giles,Pennsylvania State University,https://dl.acm.org/profile/81100126614,Generative models for name disambiguation
723,Claudia Szabo,The University of Adelaide,https://dl.acm.org/profile/81330498798,An Objective-Based Approach for Semantic Validation of Emergence in Component-Based Simulation Models
724,Yuhao Wang,Nanyang Technological University,https://dl.acm.org/profile/81504685422,Design exploration of ultra-low power non-volatile memory based on topological insulator
725,Hao Yu,Southern University of Science and Technology (SUSTech),https://dl.acm.org/profile/81100472395,Design exploration of ultra-low power non-volatile memory based on topological insulator
726,Manu Kapur,Nanyang Technological University,https://dl.acm.org/profile/81316488825,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
727,David Hung,National Institute of Education,https://dl.acm.org/profile/81316488655,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
728,Michael Jacobson,The University of Sydney,https://dl.acm.org/profile/81100030660,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
729,John Voiklis,Columbia University,https://dl.acm.org/profile/81317490061,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
730,Charles K. Kinzer,Columbia University,https://dl.acm.org/profile/81100336595,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
731,Chen Der-Thanq Victor,National Institute of Education,https://dl.acm.org/profile/81442604408,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
732,Daniel P. Martins,South East Technological University,https://dl.acm.org/profile/99659068408,Using Competing Bacterial Communication to Disassemble Biofilms
733,Michael T. Barros,University of Essex,https://dl.acm.org/profile/99659067497,Using Competing Bacterial Communication to Disassemble Biofilms
734,Sasitharan Balasubramaniam,University of Nebraska–Lincoln,https://dl.acm.org/profile/81314487927,Using Competing Bacterial Communication to Disassemble Biofilms
735,John M. Carroll,Pennsylvania State University,https://dl.acm.org/profile/81350576124,"Network communities, community networks"
736,Mary Beth Rosson,Pennsylvania State University,https://dl.acm.org/profile/81335496622,"Network communities, community networks"
737,Manu Kapur,Nanyang Technological University,https://dl.acm.org/profile/81316488825,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
738,David Hung,National Institute of Education,https://dl.acm.org/profile/81316488655,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
739,Michael Jacobson,The University of Sydney,https://dl.acm.org/profile/81100030660,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
740,John Voiklis,Columbia University,https://dl.acm.org/profile/81317490061,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
741,Charles K. Kinzer,Columbia University,https://dl.acm.org/profile/81100336595,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
742,Chen Der-Thanq Victor,National Institute of Education,https://dl.acm.org/profile/81442604408,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
743,Aleksey Gubernatorov,Financial University under the Government of the Russian Federation,https://dl.acm.org/profile/99660009204,Financial model within the MSW management cluster based on public-private partnership projects
744,Elena Tutukina,Financial University under the Government of the Russian Federation,https://dl.acm.org/profile/99660009015,Financial model within the MSW management cluster based on public-private partnership projects
745,Firoj Alam,Hamad Bin Khalifa University,https://dl.acm.org/profile/99658645960,Deep learning benchmarks and datasets for social media image classification for disaster response
746,Ferda Ofli,Qatar Computing Research Institute,https://dl.acm.org/profile/81558202256,Deep learning benchmarks and datasets for social media image classification for disaster response
747,Muhammad Imran,Qatar Computing Research Institute,https://dl.acm.org/profile/81485650215,Deep learning benchmarks and datasets for social media image classification for disaster response
748,Umair Qazi,Qatar Computing Research Institute,https://dl.acm.org/profile/99659537823,Deep learning benchmarks and datasets for social media image classification for disaster response
749,Razvan Beuran,Japan Advanced Institute of Science and Technology,https://dl.acm.org/profile/81330487996,Using emulation to validate post-disaster network recovery solutions
750,Shingo Yasuda,Japan National Institute of Information and Communications Technology,https://dl.acm.org/profile/81502684882,Using emulation to validate post-disaster network recovery solutions
751,Tomoya Inoue,Japan National Institute of Information and Communications Technology,https://dl.acm.org/profile/81493644641,Using emulation to validate post-disaster network recovery solutions
752,Shinsuke Miwa,Japan National Institute of Information and Communications Technology,https://dl.acm.org/profile/81392597056,Using emulation to validate post-disaster network recovery solutions
753,Yoichi Shinoda,Japan Advanced Institute of Science and Technology,https://dl.acm.org/profile/81100555825,Using emulation to validate post-disaster network recovery solutions
754,Sonya Alexandrova,University of Washington,https://dl.acm.org/profile/99658692176,Visual Robot Programming for Generalizable Mobile Manipulation Tasks
755,Zachary Tatlock,University of Washington,https://dl.acm.org/profile/81392605383,Visual Robot Programming for Generalizable Mobile Manipulation Tasks
756,Maya Cakmak,University of Washington,https://dl.acm.org/profile/81414594397,Visual Robot Programming for Generalizable Mobile Manipulation Tasks
757,Hieu Dao,Viet Nam National University Ho Chi Minh City,https://dl.acm.org/profile/99659489231,Visual Assistant for Crowdsourced Anomaly Event Recognition in Smart City
758,Minh-Triet Tran,Viet Nam National University Ho Chi Minh City,https://dl.acm.org/profile/81392613616,Visual Assistant for Crowdsourced Anomaly Event Recognition in Smart City
759,Denise M. Bevilacqua Masi,"Noblis, Inc.",https://dl.acm.org/profile/81350587406,Modeling the performance of low latency queueing for emergency telecommunications
760,Martin J. Fischer,"Noblis, Inc.",https://dl.acm.org/profile/81350587586,Modeling the performance of low latency queueing for emergency telecommunications
761,David A. Garbin,"Noblis, Inc.",https://dl.acm.org/profile/81350580941,Modeling the performance of low latency queueing for emergency telecommunications
762,Jannik Abbenseth,Fraunhofer Institute for Manufacturing Engineering and Automation IPA,https://dl.acm.org/profile/99659172926,Cloud-based cooperative navigation for mobile service robots in dynamic industrial environments
763,Felipe Garcia Lopez,Fraunhofer Institute for Manufacturing Engineering and Automation IPA,https://dl.acm.org/profile/99659034543,Cloud-based cooperative navigation for mobile service robots in dynamic industrial environments
764,Christian Henkel,University of Stuttgart,https://dl.acm.org/profile/99659173203,Cloud-based cooperative navigation for mobile service robots in dynamic industrial environments
765,Stefan Dörr,Fraunhofer Institute for Manufacturing Engineering and Automation IPA,https://dl.acm.org/profile/99659034508,Cloud-based cooperative navigation for mobile service robots in dynamic industrial environments
766,Nando de Freitas,DeepMind Technologies Limited,https://dl.acm.org/profile/81335489736,Learning to Learn and Compositionality with Deep Recurrent Neural Networks: Learning to Learn and Compositionality
767,Jie Gong,Tsinghua University,https://dl.acm.org/profile/81100009770,Software estimation using a generic-processor model
768,D. D. Gajski,"University of California, Irvine",https://dl.acm.org/profile/81502706434,Software estimation using a generic-processor model
769,S. Narayan,The University of North Carolina System,https://dl.acm.org/profile/81100186344,Software estimation using a generic-processor model
770,Darjat Sudrajat,Bina Nusantara University,https://dl.acm.org/profile/99659732324,Why E-Servicescape Matters for Positive Word-of-Mouth: An Empirical Study in Online Food Delivery Service During COVID-19 Pandemic in Indonesia
771,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Winning an Election: On Emergent Strategic Communication in Multi-Agent Networks
772,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Winning an Election: On Emergent Strategic Communication in Multi-Agent Networks
773,Bernard P Zeigler,The University of Arizona,https://dl.acm.org/profile/81452614233,Emergence of human language: a DEVS-based systems approach
774,Benjamin G. Shaw,IBM Research - Almaden,https://dl.acm.org/profile/81413602085,A cognitive account of collective emergence in design
775,Daniel Villatoro,CSIC - Institute for Research in Artificial Intelligence (IIIA),https://dl.acm.org/profile/81436594336,Robust convention emergence in social networks through self-reinforcing structures dissolution
776,Jordi Sabater-Mir,CSIC - Institute for Research in Artificial Intelligence (IIIA),https://dl.acm.org/profile/81341496047,Robust convention emergence in social networks through self-reinforcing structures dissolution
777,Sandip Sen,The University of Tulsa,https://dl.acm.org/profile/81100401673,Robust convention emergence in social networks through self-reinforcing structures dissolution
778,Karen Mossberger,Arizona State University,https://dl.acm.org/profile/81311483661,Session details: Mixed Topics: Emerging Topics + Internet Plus Government + Organizational Factor
779,Wenjie Guo,Beijing Institute of Technology,https://dl.acm.org/profile/99660370063,Blockchain-based Reputation Evaluation Using Game Theory in Social Networking
780,Jingfeng Xue,Beijing Institute of Technology,https://dl.acm.org/profile/81447600455,Blockchain-based Reputation Evaluation Using Game Theory in Social Networking
781,Yong Wang,Beijing Institute of Technology,https://dl.acm.org/profile/99659393038,Blockchain-based Reputation Evaluation Using Game Theory in Social Networking
782,Zhixiong Zhou,Capital University of Physical Education and Sports,https://dl.acm.org/profile/99660365587,Blockchain-based Reputation Evaluation Using Game Theory in Social Networking
783,Dan Bennett,Aalto University,https://dl.acm.org/profile/99659526751,"Emergent Interaction: Complexity, Dynamics, and Enaction in HCI"
784,Alan Dix,Swansea University,https://dl.acm.org/profile/81100537116,"Emergent Interaction: Complexity, Dynamics, and Enaction in HCI"
785,Parisa Eslambolchilar,Cardiff University,https://dl.acm.org/profile/81350582010,"Emergent Interaction: Complexity, Dynamics, and Enaction in HCI"
786,Feng Feng,University of Bristol,https://dl.acm.org/profile/99659702051,"Emergent Interaction: Complexity, Dynamics, and Enaction in HCI"
787,Tom Froese,Okinawa Institute of Science and Technology Graduate University,https://dl.acm.org/profile/81384617703,"Emergent Interaction: Complexity, Dynamics, and Enaction in HCI"
788,Vassilis Kostakos,School of Computing and Information Systems,https://dl.acm.org/profile/81100283202,"Emergent Interaction: Complexity, Dynamics, and Enaction in HCI"
789,Sebastien Lerique,Okinawa Institute of Science and Technology Graduate University,https://dl.acm.org/profile/99659700491,"Emergent Interaction: Complexity, Dynamics, and Enaction in HCI"
790,Niels van Berkel,Aalborg University,https://dl.acm.org/profile/99658743711,"Emergent Interaction: Complexity, Dynamics, and Enaction in HCI"
791,Andrew Y.-Z. Ou,University of Illinois Urbana-Champaign,https://dl.acm.org/profile/99659088659,Toward safe interoperations in network connected medical cyber-physical systems using open-loop safe protocols
792,Maryam Rahmaniheris,University of Illinois Urbana-Champaign,https://dl.acm.org/profile/81313480940,Toward safe interoperations in network connected medical cyber-physical systems using open-loop safe protocols
793,Yu Jiang,Tsinghua University,https://dl.acm.org/profile/82658667557,Toward safe interoperations in network connected medical cyber-physical systems using open-loop safe protocols
794,Po-Liang Wu,University of Illinois Urbana-Champaign,https://dl.acm.org/profile/81461647343,Toward safe interoperations in network connected medical cyber-physical systems using open-loop safe protocols
795,Lui Sha,University of Illinois Urbana-Champaign,https://dl.acm.org/profile/81100436936,Toward safe interoperations in network connected medical cyber-physical systems using open-loop safe protocols
796,Roland Cristea,Fraunhofer Institute for Open Communication Systems FOKUS,https://dl.acm.org/profile/99659090186,Implementation of Cognitive Driver Models in Microscopic Traffic Simulations
797,Stefan Rulewitz,Fraunhofer Institute for Open Communication Systems FOKUS,https://dl.acm.org/profile/99659090833,Implementation of Cognitive Driver Models in Microscopic Traffic Simulations
